-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,58,-1,-1,-1,-1,-1,56,57,58,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,56,57,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,56,57,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,57,58,-1,187,187,187,-1,-1,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,99,78,99,99,99,78,78,99,99,99,99,99,78,99,99,99,99,99,99,99,79,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,81,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,81,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,4,4,-1,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,81,-1,-1,-1,-1,-1,-1,-1,-1,-1
56,57,57,57,57,57,57,57,57,57,57,57,58,-1,-1,-1,-1,-1,-1,-1,56,232,233,234,57,57,57,232,233,234,57,57,57,232,233,234,57,57,57,57,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
78,78,78,78,78,78,78,78,78,78,78,78,79,-1,-1,-1,-1,-1,-1,-1,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,-1,-1,-1,-1,-1,-1,-1,-1,-1
78,78,78,78,78,78,78,78,78,78,78,78,79,-1,-1,-1,-1,-1,-1,-1,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,-1,-1,-1,-1,-1,-1,-1,-1,-1
78,78,78,78,78,78,78,78,78,78,78,78,79,-1,-1,-1,-1,-1,-1,-1,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,-1,-1,-1,-1,-1,-1,-1,-1,-1
78,78,78,78,78,78,78,78,78,78,78,78,79,4,4,4,4,4,4,4,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,-1,-1,-1,-1,-1,-1,-1,-1,-1
78,78,78,78,78,78,78,78,78,78,78,78,94,95,95,95,95,95,95,95,96,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,-1,-1,-1,-1,-1,-1,-1,-1,-1
